% UTC time [yyyy-mm-ddThh:mm:ss.mmmuuunnnZ]     DSL-X offset    DSL-Y offset	-dt	+dt, TAB separated
2015-01-01T00:00:00.000000000Z	2.20	0.00	-0.000005	0.000005
2015-07-28T13:39:24.000000000Z	1.27	-0.05	-0.000005	0.000005
2015-07-31T13:18:54.000000000Z	1.15	-0.34	-0.000005	0.000005
2015-08-01T13:11:54.000000000Z	1.24	-0.37	-0.000005	0.000005
2015-08-02T13:04:54.000000000Z	1.14	-0.34	-0.000005	0.000005
2015-08-03T12:58:04.000000000Z	1.71	-0.40	-0.000005	0.000005
2015-08-04T12:51:04.000000000Z	1.84	-0.40	-0.000005	0.000005
2015-08-05T12:44:14.000000000Z	2.09	-0.35	-0.000005	0.000005
2015-08-06T12:37:24.000000000Z	1.95	-0.34	-0.000005	0.000005
2015-08-07T12:30:44.000000000Z	2.11	-0.35	-0.000005	0.000005
2015-08-08T12:24:04.000000000Z	1.78	-0.30	-0.000005	0.000005
2015-08-09T12:17:24.000000000Z	1.81	-0.26	-0.000005	0.000005
2015-08-10T12:10:24.000000000Z	1.52	-0.36	-0.000005	0.000005
2015-08-11T12:03:44.000000000Z	1.87	-0.25	-0.000005	0.000005
2015-08-12T11:56:54.000000000Z	1.75	-0.12	-0.000005	0.000005
2015-08-13T11:50:04.000000000Z	1.61	-0.27	-0.000005	0.000005
2015-08-14T11:43:14.000000000Z	1.77	-0.42	-0.000005	0.000005
2015-08-15T11:36:24.000000000Z	1.79	-0.02	-0.000005	0.000005
2015-08-16T11:29:24.000000000Z	1.61	-0.08	-0.000005	0.000005
2015-08-17T11:22:24.000000000Z	1.90	0.81	-0.000005	0.000005
2015-08-18T11:15:34.000000000Z	1.32	-0.09	-0.000005	0.000005
2015-08-19T11:08:34.000000000Z	1.59	-0.04	-0.000005	0.000005
2015-08-20T11:01:44.000000000Z	1.46	-0.05	-0.000005	0.000005
2015-08-21T10:54:54.000000000Z	1.46	-0.05	-0.000005	0.000005
2015-08-22T10:48:14.000000000Z	1.72	0.09	-0.000005	0.000005
2015-08-23T10:41:34.000000000Z	1.79	0.01	-0.000005	0.000005
2015-08-24T10:35:04.000000000Z	0.65	-0.04	-0.000005	0.000005
2015-08-25T10:28:24.000000000Z	1.60	0.03	-0.000005	0.000005
2015-08-26T10:21:44.000000000Z	1.78	0.15	-0.000005	0.000005
2015-08-27T10:15:04.000000000Z	1.26	0.01	-0.000005	0.000005
2015-08-28T10:08:14.000000000Z	0.99	0.47	-0.000005	0.000005
2015-08-29T10:01:14.000000000Z	1.13	-0.09	-0.000005	0.000005
2015-08-30T09:54:14.000000000Z	1.05	0.11	-0.000005	0.000005
2015-09-01T09:40:24.000000000Z	1.66	0.08	-0.000005	0.000005
2015-09-02T09:33:44.000000000Z	1.82	0.03	-0.000005	0.000005
2015-09-04T09:20:24.000000000Z	1.69	0.03	-0.000005	0.000005
2015-09-05T09:13:44.000000000Z	1.61	0.08	-0.000005	0.000005
2015-09-06T09:07:04.000000000Z	1.61	0.10	-0.000005	0.000005
2015-09-07T07:30:24.000000000Z	1.53	0.43	-0.000005	0.000005
2015-09-09T07:16:54.000000000Z	0.97	0.41	-0.000005	0.000005
2015-09-10T07:10:04.000000000Z	1.75	0.44	-0.000005	0.000005
2015-09-12T06:56:24.000000000Z	1.36	0.07	-0.000005	0.000005
2015-09-13T06:49:34.000000000Z	1.34	0.05	-0.000005	0.000005
2015-09-15T06:35:44.000000000Z	1.23	-0.03	-0.000005	0.000005
2015-09-16T06:28:54.000000000Z	1.29	-0.11	-0.000005	0.000005
2015-09-17T06:21:34.000000000Z	1.40	-0.09	-0.000005	0.000005
2015-09-18T06:15:24.000000000Z	1.20	0.28	-0.000005	0.000005
2015-09-19T06:08:54.000000000Z	1.58	0.48	-0.000005	0.000005
2015-09-20T06:12:14.000000000Z	1.22	0.10	-0.000005	0.000005
2015-09-21T06:05:44.000000000Z	1.38	0.12	-0.000005	0.000005
2015-09-22T05:59:14.000000000Z	1.49	-0.00	-0.000005	0.000005
2015-09-23T05:52:34.000000000Z	1.77	0.37	-0.000005	0.000005
2015-09-24T05:45:54.000000000Z	1.20	-0.34	-0.000005	0.000005
2015-09-25T05:39:04.000000000Z	1.55	0.23	-0.000005	0.000005
2015-09-27T05:25:24.000000000Z	1.39	-0.07	-0.000005	0.000005
2015-09-28T05:18:24.000000000Z	1.25	-0.30	-0.000005	0.000005
2015-09-29T05:11:44.000000000Z	1.29	-0.27	-0.000005	0.000005
2015-10-01T04:58:24.000000000Z	1.95	0.07	-0.000005	0.000005
2015-10-02T04:52:34.000000000Z	2.29	0.00	-0.000005	0.000005
2015-10-03T04:46:04.000000000Z	2.64	0.48	-0.000005	0.000005
2015-10-04T04:39:24.000000000Z	1.96	0.27	-0.000005	0.000005
2015-10-05T06:00:54.000000000Z	1.52	0.17	-0.000005	0.000005
2015-10-06T05:54:14.000000000Z	1.26	0.42	-0.000005	0.000005
2015-10-07T05:47:34.000000000Z	1.93	-0.19	-0.000005	0.000005
2015-10-08T05:40:54.000000000Z	2.04	0.10	-0.000005	0.000005
2015-10-09T05:34:04.000000000Z	1.63	0.21	-0.000005	0.000005
2015-10-10T05:27:24.000000000Z	1.13	-0.35	-0.000005	0.000005
2015-10-11T05:20:34.000000000Z	1.55	0.27	-0.000005	0.000005
2015-10-12T05:13:44.000000000Z	2.08	-0.41	-0.000005	0.000005
2015-10-13T05:06:54.000000000Z	2.31	0.27	-0.000005	0.000005
2015-10-14T05:00:14.000000000Z	1.08	-0.69	-0.000005	0.000005
2015-10-15T04:53:54.000000000Z	2.77	-0.13	-0.000005	0.000005
2015-10-16T04:47:34.000000000Z	1.65	-0.31	-0.000005	0.000005
2015-10-17T04:41:04.000000000Z	1.85	-0.45	-0.000005	0.000005
2015-10-18T04:34:44.000000000Z	2.44	-0.52	-0.000005	0.000005
2015-10-19T04:28:14.000000000Z	2.66	0.60	-0.000005	0.000005
2015-10-20T04:15:44.000000000Z	2.21	-0.32	-0.000005	0.000005
2015-10-21T04:09:14.000000000Z	2.17	-0.36	-0.000005	0.000005
2015-10-22T04:02:34.000000000Z	2.69	0.14	-0.000005	0.000005
2015-10-23T03:55:54.000000000Z	2.50	-0.08	-0.000005	0.000005
2015-10-24T03:49:04.000000000Z	2.23	-0.24	-0.000005	0.000005
2015-10-25T03:42:14.000000000Z	2.52	-0.39	-0.000005	0.000005
