% UTC time [yyyy-mm-ddThh:mm:ss.mmmuuunnnZ]     Region Flag [0 - other, 1 - SW, 2 - MSH], TAB Separated
2017-10-03T11:18:43.000000000Z	2
2017-10-03T20:34:20.000000000Z	1
2017-10-03T20:52:30.000000000Z	2
2017-10-04T02:27:50.000000000Z	1
2017-10-04T02:56:55.000000000Z	2
2017-10-05T04:48:45.000000000Z	0
2017-10-05T04:51:45.000000000Z	2
2017-10-05T05:14:00.000000000Z	0
2017-10-05T05:20:20.000000000Z	2
2017-10-05T05:26:35.000000000Z	0
2017-10-05T05:29:10.000000000Z	2
2017-10-06T13:53:03.000000000Z	2
2017-10-06T16:00:55.000000000Z	1
2017-10-06T16:04:15.000000000Z	2
2017-10-06T21:12:40.000000000Z	1
2017-10-06T21:35:35.000000000Z	2
2017-10-06T21:38:50.000000000Z	1
2017-10-06T22:06:10.000000000Z	2
2017-10-06T22:10:40.000000000Z	1
2017-10-06T22:13:05.000000000Z	2
2017-10-06T22:16:25.000000000Z	1
2017-10-06T22:32:35.000000000Z	2
2017-10-06T22:56:15.000000000Z	1
2017-10-06T23:03:40.000000000Z	2
2017-10-08T03:12:00.000000000Z	0
2017-10-08T03:27:45.000000000Z	2
2017-10-08T03:44:15.000000000Z	0
2017-10-08T03:48:25.000000000Z	2
2017-10-08T04:04:35.000000000Z	0
2017-10-08T06:09:10.000000000Z	2
2017-10-09T10:40:13.000000000Z	2
2017-10-09T18:13:30.000000000Z	1
2017-10-09T19:04:30.000000000Z	2
2017-10-09T19:54:15.000000000Z	1
2017-10-09T21:15:25.000000000Z	2
2017-10-09T21:32:55.000000000Z	1
2017-10-10T08:11:45.000000000Z	2
2017-10-11T03:19:10.000000000Z	0
2017-10-11T03:20:55.000000000Z	2
2017-10-11T03:28:15.000000000Z	0
2017-10-11T03:42:10.000000000Z	2
2017-10-11T03:44:10.000000000Z	0
2017-10-11T03:52:45.000000000Z	2
2017-10-11T03:54:40.000000000Z	0
2017-10-12T06:59:13.000000000Z	1
2017-10-12T07:26:15.000000000Z	2
2017-10-12T07:32:20.000000000Z	1
2017-10-12T13:02:35.000000000Z	2
2017-10-12T13:13:30.000000000Z	1
2017-10-12T13:23:10.000000000Z	2
2017-10-12T13:37:35.000000000Z	1
2017-10-12T13:44:00.000000000Z	2
2017-10-12T13:50:00.000000000Z	1
2017-10-12T13:55:20.000000000Z	2
2017-10-12T15:00:20.000000000Z	1
2017-10-12T15:22:30.000000000Z	2
2017-10-12T15:37:00.000000000Z	1
2017-10-12T17:10:50.000000000Z	2
2017-10-12T17:15:40.000000000Z	1
2017-10-12T17:20:10.000000000Z	2
2017-10-12T17:22:35.000000000Z	1
2017-10-12T17:27:30.000000000Z	2
2017-10-12T18:58:35.000000000Z	1
2017-10-12T19:07:20.000000000Z	2
2017-10-12T19:14:15.000000000Z	1
2017-10-12T19:33:20.000000000Z	2
2017-10-12T19:39:00.000000000Z	1
2017-10-12T20:03:30.000000000Z	2
2017-10-12T20:11:00.000000000Z	1
2017-10-12T21:35:35.000000000Z	2
2017-10-12T21:40:00.000000000Z	1
2017-10-12T23:17:55.000000000Z	2
2017-10-12T23:29:00.000000000Z	1
2017-10-12T23:36:30.000000000Z	2
2017-10-13T00:13:40.000000000Z	1
2017-10-13T00:44:20.000000000Z	2
2017-10-13T00:55:50.000000000Z	1
2017-10-13T01:20:20.000000000Z	2
2017-10-13T01:38:10.000000000Z	1
2017-10-13T01:43:45.000000000Z	2
2017-10-13T01:48:30.000000000Z	1
2017-10-13T01:53:55.000000000Z	2
2017-10-13T02:27:35.000000000Z	1
2017-10-13T02:30:45.000000000Z	2
2017-10-13T02:36:45.000000000Z	1
2017-10-13T03:08:30.000000000Z	2
2017-10-13T03:20:10.000000000Z	1
2017-10-13T03:27:35.000000000Z	2
2017-10-13T07:02:10.000000000Z	1
2017-10-13T07:14:10.000000000Z	2
2017-10-13T08:00:40.000000000Z	1
2017-10-13T09:00:00.000000000Z	2
2017-10-13T09:03:40.000000000Z	1
2017-10-13T09:44:20.000000000Z	2
2017-10-13T20:35:30.000000000Z	0
2017-10-13T20:40:40.000000000Z	2
2017-10-13T21:01:25.000000000Z	0
2017-10-13T22:02:40.000000000Z	2
2017-10-13T22:07:45.000000000Z	0
2017-10-13T22:10:55.000000000Z	2
2017-10-13T22:23:35.000000000Z	0
2017-10-13T22:53:30.000000000Z	2
2017-10-13T22:56:20.000000000Z	0
2017-10-13T23:04:05.000000000Z	2
2017-10-13T23:15:15.000000000Z	0
2017-10-14T00:44:55.000000000Z	2
2017-10-14T00:49:10.000000000Z	0
2017-10-15T02:56:43.000000000Z	1
2017-10-15T03:25:10.000000000Z	2
2017-10-15T03:31:10.000000000Z	1
2017-10-15T03:33:10.000000000Z	2
2017-10-15T03:35:10.000000000Z	1
2017-10-15T04:30:45.000000000Z	2
2017-10-15T05:32:55.000000000Z	1
2017-10-15T05:39:35.000000000Z	2
2017-10-15T07:13:10.000000000Z	1
2017-10-15T07:19:50.000000000Z	2
2017-10-15T07:25:00.000000000Z	1
2017-10-15T08:53:25.000000000Z	2
2017-10-15T08:58:30.000000000Z	1
2017-10-15T16:45:10.000000000Z	2
2017-10-15T16:49:20.000000000Z	1
2017-10-15T17:32:00.000000000Z	2
2017-10-15T17:51:40.000000000Z	1
2017-10-15T17:57:10.000000000Z	2
